seq_id,start,end,strand,type,gbkey,gene_biotype,locus_tag,product,name,old_locus_tag,Function
NC_006351.1,287105,287695,+,CDS,CDS,NA,BPS_RS19745,DUF1842 domain-containing protein,BPS_RS19745,BPSS0213,Conserved_hypothetical_proteins
NC_006351.1,286130,286321,+,CDS,CDS,NA,BPS_RS19735,DUF1843 domain-containing protein,BPS_RS19735,BPSS0211,Conserved_hypothetical_proteins
NC_006350.1,2620271,2621251,-,CDS,CDS,NA,BPS_RS11635,DUF1853 family protein,BPS_RS11635,BPSL2182,Conserved_hypothetical_proteins
NC_006351.1,503709,504194,-,CDS,CDS,NA,BPS_RS20660,DUF1857 family protein,BPS_RS20660,BPSS0363,Conserved_hypothetical_proteins
NC_006350.1,3160835,3161191,-,CDS,CDS,NA,BPS_RS14170,DUF190 domain-containing protein,BPS_RS14170,BPSL2637,Conserved_hypothetical_proteins
NC_006350.1,1042163,1042672,-,CDS,CDS,NA,BPS_RS04710,DUF192 domain-containing protein,BPS_RS04710,BPSL0894,Cell_envelope
NC_006350.1,365609,368338,-,CDS,CDS,NA,BPS_RS01810,DUF1929 domain-containing protein,BPS_RS01810,BPSL0345,Hypothetical_proteins
NC_006350.1,1989929,1992244,+,CDS,CDS,NA,BPS_RS09040,DUF1929 domain-containing protein,BPS_RS09040,BPSL1707,Putative_assignment
NC_006350.1,2550781,2551182,-,CDS,CDS,NA,BPS_RS11335,DUF1992 domain-containing protein,BPS_RS11335,BPSL2124,Conserved_hypothetical_proteins
NC_006350.1,2117026,2117601,+,CDS,CDS,NA,BPS_RS09440,DUF1993 domain-containing protein,BPS_RS09440,BPSL1780,Conserved_hypothetical_proteins
NC_006350.1,2551984,2552490,-,CDS,CDS,NA,BPS_RS11340,DUF1993 domain-containing protein,BPS_RS11340,BPSL2125,Conserved_hypothetical_proteins
NC_006350.1,889636,891471,+,CDS,CDS,NA,BPS_RS04030,DUF1998 domain-containing protein,BPS_RS04030,BPSL0766,Hypothetical_proteins
NC_006351.1,2949554,2950978,-,CDS,CDS,NA,BPS_RS30760,DUF2029 domain-containing protein,BPS_RS30760,BPSS2183,Cell_envelope
NC_006351.1,2950975,2952183,-,CDS,CDS,NA,BPS_RS30765,DUF2029 domain-containing protein,BPS_RS30765,BPSS2184,Cell_envelope
NC_006350.1,3035838,3036434,-,CDS,CDS,NA,BPS_RS13520,DUF2059 domain-containing protein,BPS_RS13520,BPSL2520,Cell_envelope
NC_006350.1,1761608,1761799,+,CDS,CDS,NA,BPS_RS08085,DUF2065 domain-containing protein,BPS_RS08085,BPSL1522,Cell_envelope
NC_006350.1,2342665,2343114,+,CDS,CDS,NA,BPS_RS10470,DUF2069 domain-containing protein,BPS_RS10470,BPSL1968,Cell_envelope
NC_006350.1,2266306,2266767,+,CDS,CDS,NA,BPS_RS10140,DUF2147 domain-containing protein,BPS_RS10140,BPSL1904,Cell_envelope
NC_006350.1,3120772,3121038,+,CDS,CDS,NA,BPS_RS13985,DUF2164 domain-containing protein,BPS_RS13985,BPSL2601,Hypothetical_proteins
NC_006351.1,1514801,1515292,+,CDS,CDS,NA,BPS_RS24885,DUF2165 domain-containing protein,BPS_RS24885,BPSS1129,Cell_envelope
NC_006351.1,243886,246363,+,CDS,CDS,NA,BPS_RS19570,DUF2169 domain-containing protein,BPS_RS19570,BPSS0182,Transport_/_Binding_proteins
NC_006350.1,1526860,1527657,+,CDS,CDS,NA,BPS_RS06915,DUF2182 domain-containing protein,BPS_RS06915,BPSL1308,Cell_envelope
NC_006350.1,2908367,2908828,-,CDS,CDS,NA,BPS_RS12875,DUF2214 family protein,BPS_RS12875,BPSL2406,Cell_envelope
NC_006350.1,2446979,2449387,-,CDS,CDS,NA,BPS_RS10880,DUF2235 domain-containing protein,BPS_RS10880,BPSL2047,Conserved_hypothetical_proteins
NC_006350.1,1534719,1535420,-,CDS,CDS,NA,BPS_RS06945,DUF2239 family protein,BPS_RS06945,BPSL1314,Conserved_hypothetical_proteins
NC_006350.1,1538640,1538903,-,CDS,CDS,NA,BPS_RS32400,DUF2242 domain-containing protein,NA,NA,NA
NC_006350.1,490797,491273,+,CDS,CDS,NA,BPS_RS02365,DUF2244 domain-containing protein,BPS_RS02365,BPSL0452,Cell_envelope
NC_006351.1,98817,99536,-,CDS,CDS,NA,BPS_RS19025,DUF2244 domain-containing protein,BPS_RS19025,BPSS0085,Cell_envelope
NC_006350.1,2871037,2871435,-,CDS,CDS,NA,BPS_RS12700,DUF2249 domain-containing protein,BPS_RS12700,BPSL2375,Conserved_hypothetical_proteins
NC_006351.1,1525846,1526103,-,CDS,CDS,NA,BPS_RS24940,DUF2249 domain-containing protein,BPS_RS24940,BPSS1139,Conserved_hypothetical_proteins
NC_006351.1,1995364,1995831,+,CDS,CDS,NA,BPS_RS26700,DUF2271 domain-containing protein,BPS_RS26700,BPSS1463,Cell_envelope
NC_006350.1,1077328,1077996,+,CDS,CDS,NA,BPS_RS04880,DUF2278 family protein,BPS_RS04880,BPSL0924,Hypothetical_proteins
NC_006350.1,1970516,1970827,-,CDS,CDS,NA,BPS_RS08955,DUF2282 domain-containing protein,BPS_RS08955,BPSL1692,Cell_envelope
NC_006350.1,1608253,1608570,-,CDS,CDS,NA,BPS_RS07300,DUF2288 domain-containing protein,BPS_RS07300,BPSL1379,Conserved_hypothetical_proteins
NC_006350.1,1230018,1231589,-,CDS,CDS,NA,BPS_RS05585,DUF2306 domain-containing protein,BPS_RS05585,BPSL1065,Cell_envelope
NC_006351.1,1710619,1710951,-,CDS,CDS,NA,BPS_RS25595,DUF2322 family protein,BPS_RS25595,BPSS1261,Conserved_hypothetical_proteins
NC_006351.1,2488,2866,-,CDS,CDS,NA,BPS_RS18545,DUF2471 domain-containing protein,NA,NA,NA
NC_006350.1,1125125,1125835,+,CDS,CDS,NA,BPS_RS05100,DUF2486 family protein,BPS_RS05100,BPSL0967,Hypothetical_proteins
NC_006350.1,912788,913261,+,CDS,CDS,NA,BPS_RS04130,DUF2501 domain-containing protein,BPS_RS04130,BPSL0784,Cell_envelope
NC_006350.1,3159029,3160165,+,CDS,CDS,NA,BPS_RS14160,DUF2520 domain-containing protein,BPS_RS14160,BPSL2635,Hypothetical_proteins
NC_006350.1,3971936,3972217,-,CDS,CDS,NA,BPS_RS18060,DUF2523 domain-containing protein,BPS_RS18060,NA,NA
NC_006351.1,1889557,1890045,+,CDS,CDS,NA,BPS_RS26300,DUF2591 family protein,BPS_RS26300,BPSS1383,Putative_assignment
NC_006351.1,1466788,1467363,+,CDS,CDS,NA,BPS_RS24685,DUF2760 domain-containing protein,BPS_RS24685,BPSS1094,Conserved_hypothetical_proteins
NC_006350.1,124780,125262,-,CDS,CDS,NA,BPS_RS00575,DUF2778 domain-containing protein,BPS_RS00575,BPSL0113,Cell_envelope
NC_006350.1,1603310,1603780,-,CDS,CDS,NA,BPS_RS07270,DUF2778 domain-containing protein,BPS_RS07270,BPSL1373,Conserved_hypothetical_proteins
NC_006351.1,2281205,2281687,+,CDS,CDS,NA,BPS_RS27785,DUF2778 domain-containing protein,BPS_RS27785,BPSS1660,Conserved_hypothetical_proteins
NC_006350.1,3283427,3283657,-,CDS,CDS,NA,BPS_RS14730,DUF2783 domain-containing protein,BPS_RS14730,BPSL2741,Conserved_hypothetical_proteins
NC_006351.1,2376418,2376789,-,CDS,CDS,NA,BPS_RS28175,DUF2784 domain-containing protein,BPS_RS28175,BPSS1730,Cell_envelope
NC_006351.1,3013274,3013579,-,CDS,CDS,NA,BPS_RS31080,DUF2795 domain-containing protein,BPS_RS31080,BPSS2240,Hypothetical_proteins
NC_006350.1,1411672,1411977,+,CDS,CDS,NA,BPS_RS06435,DUF2818 family protein,BPS_RS06435,BPSL1225,Cell_envelope
NC_006351.1,1964866,1966020,+,CDS,CDS,NA,BPS_RS26590,DUF2827 domain-containing protein,BPS_RS26590,BPSS1442,Hypothetical_proteins
NC_006351.1,1966042,1967190,+,CDS,CDS,NA,BPS_RS26595,DUF2827 domain-containing protein,BPS_RS26595,BPSS1443,Hypothetical_proteins
NC_006351.1,1967536,1968678,-,CDS,CDS,NA,BPS_RS26600,DUF2827 domain-containing protein,BPS_RS26600,BPSS1444,Hypothetical_proteins
NC_006350.1,1950345,1950824,+,CDS,CDS,NA,BPS_RS08850,DUF2844 domain-containing protein,BPS_RS08850,BPSL1671,Cell_envelope
NC_006350.1,2302404,2302895,+,CDS,CDS,NA,BPS_RS10290,DUF2844 domain-containing protein,BPS_RS10290,BPSL1934,Cell_envelope
NC_006350.1,3917382,3917885,-,CDS,CDS,NA,BPS_RS17775,DUF2844 domain-containing protein,BPS_RS17775,BPSL3298,Cell_envelope
NC_006350.1,1429940,1431157,-,CDS,CDS,NA,BPS_RS06540,DUF2863 family protein,BPS_RS06540,BPSL1246,Conserved_hypothetical_proteins
NC_006350.1,2614525,2614791,-,CDS,CDS,NA,BPS_RS11610,DUF2866 domain-containing protein,BPS_RS11610,BPSL2177,Hypothetical_proteins
NC_006351.1,351133,351393,-,CDS,CDS,NA,BPS_RS20040,DUF2866 domain-containing protein,BPS_RS20040,BPSS0264,Hypothetical_proteins
NC_006351.1,93965,95614,+,CDS,CDS,NA,BPS_RS19000,DUF2875 family protein,BPS_RS19000,BPSS0080,Conserved_hypothetical_proteins
NC_006351.1,1632033,1633691,-,CDS,CDS,NA,BPS_RS25315,DUF2875 family protein,BPS_RS25315,BPSS1211,Cell_envelope
NC_006350.1,905683,906294,+,CDS,CDS,NA,BPS_RS04100,DUF2889 domain-containing protein,BPS_RS04100,BPSL0778,Conserved_hypothetical_proteins
NC_006351.1,1987533,1988546,+,CDS,CDS,NA,BPS_RS26670,DUF2891 domain-containing protein,BPS_RS26670,BPSS1457,Conserved_hypothetical_proteins
NC_006351.1,1715446,1716288,+,CDS,CDS,NA,BPS_RS25615,DUF2894 domain-containing protein,BPS_RS25615,BPSS1265,Conserved_hypothetical_proteins
NC_006350.1,339110,339304,+,CDS,CDS,NA,BPS_RS01670,DUF2905 domain-containing protein,BPS_RS01670,BPSL0318,Cell_envelope
NC_006350.1,446293,446619,+,CDS,CDS,NA,BPS_RS02160,DUF2917 domain-containing protein,BPS_RS02160,BPSL0412,Hypothetical_proteins
NC_006350.1,1032308,1032643,+,CDS,CDS,NA,BPS_RS04680,DUF2917 domain-containing protein,BPS_RS04680,BPSL0889,Hypothetical_proteins
NC_006351.1,825949,826335,-,CDS,CDS,NA,BPS_RS21965,DUF2917 domain-containing protein,BPS_RS21965,BPSS0604,Hypothetical_proteins
NC_006350.1,34649,35170,+,CDS,CDS,NA,BPS_RS00175,DUF2938 domain-containing protein,BPS_RS00175,BPSL0035,Cell_envelope
NC_006350.1,2195443,2196177,+,CDS,CDS,NA,BPS_RS09785,DUF2939 domain-containing protein,BPS_RS09785,BPSL1842,Cell_envelope
NC_006350.1,3083026,3083415,-,CDS,CDS,NA,BPS_RS13715,DUF2946 domain-containing protein,BPS_RS13715,BPSL2554,Cell_envelope
NC_006351.1,2393945,2394340,-,CDS,CDS,NA,BPS_RS28245,DUF2946 domain-containing protein,BPS_RS28245,BPSS1743,Cell_envelope
NC_006350.1,916748,917371,-,CDS,CDS,NA,BPS_RS04150,DUF2946 family protein,BPS_RS04150,BPSL0788,Conserved_hypothetical_proteins
NC_006350.1,1977182,1977460,+,CDS,CDS,NA,BPS_RS08995,DUF2946 family protein,BPS_RS08995,NA,NA
NC_006350.1,3234027,3235280,-,CDS,CDS,NA,BPS_RS14530,DUF2957 domain-containing protein,BPS_RS14530,BPSL2705,Cell_envelope
NC_006350.1,3235340,3236938,-,CDS,CDS,NA,BPS_RS14535,DUF2957 domain-containing protein,BPS_RS14535,BPSL2706,Cell_envelope
NC_006350.1,3858638,3860011,+,CDS,CDS,NA,BPS_RS17495,DUF2957 domain-containing protein,BPS_RS17495,BPSL3247,Cell_envelope
NC_006350.1,3860137,3861387,+,CDS,CDS,NA,BPS_RS17500,DUF2957 domain-containing protein,BPS_RS17500,BPSL3248,Cell_envelope
NC_006351.1,819701,819895,+,CDS,CDS,NA,BPS_RS21930,DUF2964 domain-containing protein,BPS_RS21930,BPSS0597,Cell_envelope
NC_006351.1,1119533,1119721,+,CDS,CDS,NA,BPS_RS23250,DUF2964 domain-containing protein,BPS_RS23250,BPSS0831,Cell_envelope
NC_006350.1,2246987,2247700,-,CDS,CDS,NA,BPS_RS10055,DUF2968 domain-containing protein,BPS_RS10055,BPSL1886,Cell_envelope
NC_006350.1,495404,495607,+,CDS,CDS,NA,BPS_RS02390,DUF2970 domain-containing protein,BPS_RS02390,BPSL0457,Cell_envelope
NC_006350.1,1542269,1542457,+,CDS,CDS,NA,BPS_RS06975,DUF2970 domain-containing protein,BPS_RS06975,BPSL1320,Cell_envelope
NC_006350.1,853178,854035,+,CDS,CDS,NA,BPS_RS03890,DUF2971 domain-containing protein,BPS_RS03890,BPSL0738,Hypothetical_proteins
NC_006350.1,2819230,2820075,-,CDS,CDS,NA,BPS_RS12470,DUF2971 domain-containing protein,BPS_RS12470,BPSL2332,Hypothetical_proteins
NC_006350.1,1814175,1814738,+,CDS,CDS,NA,BPS_RS08300,DUF2975 domain-containing protein,BPS_RS08300,BPSL1563,Cell_envelope
NC_006351.1,36388,36804,-,CDS,CDS,NA,BPS_RS18730,DUF3005 domain-containing protein,BPS_RS18730,BPSS0036,Hypothetical_proteins
NC_006351.1,2996319,2996876,-,CDS,CDS,NA,BPS_RS30975,DUF3005 domain-containing protein,BPS_RS30975,BPSS2222,Hypothetical_proteins
NC_006351.1,2991046,2991234,-,CDS,CDS,NA,BPS_RS30950,DUF3008 family protein,BPS_RS30950,BPSS2217,Conserved_hypothetical_proteins
NC_006350.1,1836483,1836845,+,CDS,CDS,NA,BPS_RS08395,DUF3022 domain-containing protein,BPS_RS08395,BPSL1580,Hypothetical_proteins
NC_006351.1,2990374,2990760,-,CDS,CDS,NA,BPS_RS30940,DUF3022 domain-containing protein,BPS_RS30940,BPSS2215,Hypothetical_proteins
NC_006350.1,3481935,3482726,-,CDS,CDS,NA,BPS_RS15630,DUF3025 domain-containing protein,BPS_RS15630,BPSL2913,Conserved_hypothetical_proteins
NC_006351.1,1884733,1885158,-,CDS,CDS,NA,BPS_RS26275,DUF305 domain-containing protein,BPS_RS26275,BPSS1378,Cell_envelope
NC_006351.1,1827019,1827231,+,CDS,CDS,NA,BPS_RS26010,DUF3079 domain-containing protein,BPS_RS26010,BPSS1335,Conserved_hypothetical_proteins
NC_006350.1,3141641,3142108,+,CDS,CDS,NA,BPS_RS14075,DUF3088 domain-containing protein,BPS_RS14075,BPSL2619,Hypothetical_proteins
NC_006351.1,1139921,1140265,+,CDS,CDS,NA,BPS_RS23355,DUF3088 domain-containing protein,BPS_RS23355,BPSS0850,Conserved_hypothetical_proteins
NC_006350.1,1377002,1377757,-,CDS,CDS,NA,BPS_RS06265,DUF3106 domain-containing protein,BPS_RS06265,BPSL1193,Cell_envelope
NC_006350.1,421177,422496,-,CDS,CDS,NA,BPS_RS02040,DUF3108 domain-containing protein,BPS_RS02040,BPSL0388,Cell_envelope
NC_006351.1,631645,633219,-,CDS,CDS,NA,BPS_RS21230,DUF3138 family protein,BPS_RS21230,BPSS0463,Cell_envelope
NC_006351.1,1164641,1165261,+,CDS,CDS,NA,BPS_RS23460,DUF3156 family protein,BPS_RS23460,BPSS0871,Hypothetical_proteins
NC_006351.1,2980527,2980904,+,CDS,CDS,NA,BPS_RS30910,DUF3175 domain-containing protein,BPS_RS30910,BPSS2209,Hypothetical_proteins
NC_006350.1,223569,223775,-,CDS,CDS,NA,BPS_RS01120,DUF3185 family protein,BPS_RS01120,NA,NA
NC_006351.1,91706,93946,+,CDS,CDS,NA,BPS_RS18995,DUF3274 domain-containing protein,BPS_RS18995,BPSS0079,Conserved_hypothetical_proteins
NC_006351.1,1633710,1635950,-,CDS,CDS,NA,BPS_RS25320,DUF3274 domain-containing protein,BPS_RS25320,BPSS1212,Conserved_hypothetical_proteins
NC_006350.1,2449384,2449977,-,CDS,CDS,NA,BPS_RS10885,DUF3304 domain-containing protein,BPS_RS10885,BPSL2048,Conserved_hypothetical_proteins
NC_006350.1,2449974,2450531,-,CDS,CDS,NA,BPS_RS10890,DUF3304 domain-containing protein,BPS_RS10890,BPSL2048A,Cell_envelope
NC_006350.1,1262588,1262827,+,CDS,CDS,NA,BPS_RS05715,DUF3311 domain-containing protein,BPS_RS05715,BPSL1092,Cell_envelope
NC_006350.1,3292911,3293315,+,CDS,CDS,NA,BPS_RS14785,DUF3318 domain-containing protein,BPS_RS14785,BPSL2751,Hypothetical_proteins
NC_006351.1,1984227,1985591,+,CDS,CDS,NA,BPS_RS26655,DUF3326 domain-containing protein,BPS_RS26655,BPSS1454,Hypothetical_proteins
NC_006350.1,1358812,1359108,+,CDS,CDS,NA,BPS_RS06175,DUF333 domain-containing protein,BPS_RS06175,BPSL1176,Conserved_hypothetical_proteins
NC_006351.1,779565,779855,-,CDS,CDS,NA,BPS_RS21800,DUF3331 domain-containing protein,BPS_RS21800,BPSS0573,Hypothetical_proteins
NC_006351.1,1711026,1711982,+,CDS,CDS,NA,BPS_RS25600,DUF3348 domain-containing protein,BPS_RS25600,BPSS1262,Cell_envelope
NC_006350.1,1903682,1903987,+,CDS,CDS,NA,BPS_RS08690,DUF3396 domain-containing protein,BPS_RS08690,BPSL1638,Laterally_acquired_elements
NC_006351.1,533314,534429,-,CDS,CDS,NA,BPS_RS20800,DUF3396 domain-containing protein,BPS_RS20800,BPSS0387,Laterally_acquired_elements
NC_006351.1,1435657,1436772,+,CDS,CDS,NA,BPS_RS24500,DUF3396 domain-containing protein,BPS_RS24500,BPSS1059,Laterally_acquired_elements
NC_006350.1,2302906,2304126,+,CDS,CDS,NA,BPS_RS10295,DUF3443 domain-containing protein,BPS_RS10295,BPSL1935,Hypothetical_proteins
NC_006350.1,3916055,3917359,-,CDS,CDS,NA,BPS_RS17770,DUF3443 domain-containing protein,BPS_RS17770,BPSL3297,Cell_envelope
NC_006350.1,1950821,1952071,+,CDS,CDS,NA,BPS_RS08855,DUF3443 family protein,BPS_RS08855,BPSL1672,Hypothetical_proteins
NC_006351.1,963139,963627,-,CDS,CDS,NA,BPS_RS22590,DUF3455 domain-containing protein,BPS_RS22590,BPSS0715,Cell_envelope
NC_006351.1,2456109,2457752,-,CDS,CDS,NA,BPS_RS28555,DUF3459 domain-containing protein,BPS_RS28555,BPSS1797,Macromolecule_biosynthesis/modification
NC_006350.1,1151047,1151235,-,CDS,CDS,NA,BPS_RS05235,DUF3460 family protein,BPS_RS05235,BPSL0993,Conserved_hypothetical_proteins
NC_006351.1,2524957,2526159,-,CDS,CDS,NA,BPS_RS28895,DUF3472 domain-containing protein,BPS_RS28895,BPSS1860,Cell_envelope
NC_006351.1,2499156,2499737,-,CDS,CDS,NA,BPS_RS28765,DUF3501 family protein,BPS_RS28765,BPSS1837,Conserved_hypothetical_proteins
NC_006351.1,247624,248283,+,CDS,CDS,NA,BPS_RS19585,DUF3540 domain-containing protein,BPS_RS19585,BPSS0184,Transport_/_Binding_proteins
NC_006351.1,720090,720806,+,CDS,CDS,NA,BPS_RS21550,DUF3540 domain-containing protein,BPS_RS21550,BPSS0527,Transport_/_Binding_proteins
NC_006350.1,2042724,2042912,-,CDS,CDS,NA,BPS_RS09185,DUF3562 domain-containing protein,BPS_RS09185,BPSL1733,Conserved_hypothetical_proteins
NC_006351.1,2600448,2600675,-,CDS,CDS,NA,BPS_RS29245,DUF3562 domain-containing protein,BPS_RS29245,BPSS1919,Hypothetical_proteins
NC_006351.1,2442026,2442184,-,CDS,CDS,NA,BPS_RS28485,DUF3563 domain-containing protein,BPS_RS28485,BPSS1783,Hypothetical_proteins
NC_006351.1,491683,491829,+,CDS,CDS,NA,BPS_RS20595,DUF3563 family protein,BPS_RS20595,NA,NA
NC_006351.1,923681,924037,-,CDS,CDS,NA,BPS_RS22410,DUF3564 domain-containing protein,BPS_RS22410,BPSS0683,Hypothetical_proteins
NC_006351.1,2601413,2601841,+,CDS,CDS,NA,BPS_RS29250,DUF3564 domain-containing protein,BPS_RS29250,BPSS1920,Hypothetical_proteins
NC_006350.1,420737,420994,-,CDS,CDS,NA,BPS_RS02035,DUF3567 domain-containing protein,BPS_RS02035,BPSL0387,Conserved_hypothetical_proteins
NC_006350.1,2526858,2527313,+,CDS,CDS,NA,BPS_RS11225,DUF3574 domain-containing protein,BPS_RS11225,BPSL2103,Cell_envelope
NC_006350.1,1010531,1010854,+,CDS,CDS,NA,BPS_RS04575,DUF3579 domain-containing protein,BPS_RS04575,BPSL0870,Conserved_hypothetical_proteins
NC_006350.1,2251015,2251410,-,CDS,CDS,NA,BPS_RS10070,DUF3613 domain-containing protein,BPS_RS10070,BPSL1889,Cell_envelope
NC_006350.1,1377788,1378210,-,CDS,CDS,NA,BPS_RS06270,DUF3619 family protein,BPS_RS06270,BPSL1194,Cell_envelope
NC_006351.1,1426470,1426808,-,CDS,CDS,NA,BPS_RS24430,DUF3693 domain-containing protein,BPS_RS24430,BPSS1047,Laterally_acquired_elements
NC_006350.1,4067400,4067630,-,CDS,CDS,NA,BPS_RS18490,DUF3717 domain-containing protein,BPS_RS18490,NA,NA
NC_006350.1,894083,896029,+,CDS,CDS,NA,BPS_RS04045,DUF3732 domain-containing protein,BPS_RS04045,BPSL0770,Conserved_hypothetical_proteins
NC_006350.1,3659106,3659417,+,CDS,CDS,NA,BPS_RS16500,DUF3761 domain-containing protein,BPS_RS16500,NA,NA
NC_006351.1,1865462,1865911,+,CDS,CDS,NA,BPS_RS26170,DUF3761 domain-containing protein,BPS_RS26170,BPSS1363,Cell_envelope
NC_006350.1,1850780,1853209,-,CDS,CDS,NA,BPS_RS08480,DUF3772 domain-containing protein,BPS_RS08480,BPSL1598,Transport_/_Binding_proteins
NC_006351.1,2857037,2858941,-,CDS,CDS,NA,BPS_RS30325,DUF3857 and transglutaminase domain-containing protein,BPS_RS30325,BPSS2110,Conserved_hypothetical_proteins
NC_006350.1,2473718,2473933,-,CDS,CDS,NA,BPS_RS11010,DUF3955 domain-containing protein,BPS_RS11010,BPSL2067,Cell_envelope
NC_006351.1,299703,300146,-,CDS,CDS,NA,BPS_RS19800,DUF4087 domain-containing protein,BPS_RS19800,BPSS0223,Hypothetical_proteins
NC_006350.1,2971542,2972330,+,CDS,CDS,NA,BPS_RS13210,DUF4088 family protein,BPS_RS13210,BPSL2465,Hypothetical_proteins
NC_006350.1,1225508,1225621,-,CDS,CDS,NA,BPS_RS32360,DUF4102 domain-containing protein,NA,NA,NA
NC_006351.1,2710129,2710617,+,CDS,CDS,NA,BPS_RS29735,DUF411 domain-containing protein,BPS_RS29735,BPSS2003,Cell_envelope
NC_006350.1,1750415,1751425,+,CDS,CDS,NA,BPS_RS08035,DUF4115 domain-containing protein,BPS_RS08035,BPSL1512,Conserved_hypothetical_proteins
NC_006350.1,1354752,1357733,+,CDS,CDS,NA,BPS_RS06165,DUF4118 domain-containing protein,BPS_RS06165,BPSL1174,Two_component_systems
NC_006350.1,1616714,1617217,-,CDS,CDS,NA,BPS_RS07360,DUF4123 domain-containing protein,BPS_RS07360,BPSL1388,Hypothetical_proteins
NC_006350.1,2450668,2451501,-,CDS,CDS,NA,BPS_RS10895,DUF4123 domain-containing protein,BPS_RS10895,BPSL2049,Conserved_hypothetical_proteins
NC_006350.1,2506566,2507069,+,CDS,CDS,NA,BPS_RS11120,DUF4123 domain-containing protein,BPS_RS11120,BPSL2086,Hypothetical_proteins
NC_006350.1,1359836,1360453,+,CDS,CDS,NA,BPS_RS06185,DUF4126 domain-containing protein,BPS_RS06185,BPSL1178,Cell_envelope
NC_006350.1,2363480,2364097,-,CDS,CDS,NA,BPS_RS10540,DUF4136 domain-containing protein,BPS_RS10540,BPSL1982,Cell_envelope
NC_006350.1,3067254,3067967,-,CDS,CDS,NA,BPS_RS13650,DUF4136 domain-containing protein,BPS_RS13650,BPSL2543,Cell_envelope
NC_006350.1,805804,806385,+,CDS,CDS,NA,BPS_RS03710,DUF4142 domain-containing protein,BPS_RS03710,BPSL0705,Hypothetical_proteins
NC_006351.1,54765,55313,+,CDS,CDS,NA,BPS_RS18835,DUF4142 domain-containing protein,BPS_RS18835,BPSS0055,Cell_envelope
NC_006351.1,3010737,3011342,-,CDS,CDS,NA,BPS_RS31060,DUF4142 domain-containing protein,BPS_RS31060,BPSS2237,Cell_envelope
NC_006350.1,616778,617122,-,CDS,CDS,NA,BPS_RS32290,DUF4145 domain-containing protein,BPS_RS32290,NA,NA
NC_006350.1,1550563,1550682,-,CDS,CDS,NA,BPS_RS32410,DUF4148 domain-containing protein,NA,NA,NA
NC_006351.1,387636,387929,-,CDS,CDS,NA,BPS_RS20210,DUF4148 domain-containing protein,BPS_RS20210,BPSS0289,Cell_envelope
NC_006351.1,777815,778123,-,CDS,CDS,NA,BPS_RS21790,DUF4148 domain-containing protein,BPS_RS21790,BPSS0571,Cell_envelope
NC_006351.1,1016647,1016949,-,CDS,CDS,NA,BPS_RS22810,DUF4148 domain-containing protein,BPS_RS22810,BPSS0756,Cell_envelope
NC_006351.1,1115663,1115986,-,CDS,CDS,NA,BPS_RS23230,DUF4148 domain-containing protein,BPS_RS23230,BPSS0828,Cell_envelope
NC_006351.1,1174807,1175148,+,CDS,CDS,NA,BPS_RS23515,DUF4148 domain-containing protein,BPS_RS23515,BPSS0881,Cell_envelope
NC_006351.1,1414651,1414923,+,CDS,CDS,NA,BPS_RS24380,DUF4148 domain-containing protein,BPS_RS24380,BPSS1038,Cell_envelope
NC_006351.1,2397872,2398204,-,CDS,CDS,NA,BPS_RS28270,DUF4148 domain-containing protein,BPS_RS28270,BPSS1748,Cell_envelope
NC_006350.1,1581044,1581547,+,CDS,CDS,NA,BPS_RS07170,DUF4149 domain-containing protein,BPS_RS07170,BPSL1353,Cell_envelope
NC_006351.1,248324,248704,+,CDS,CDS,NA,BPS_RS19590,DUF4150 domain-containing protein,BPS_RS19590,BPSS0185,Transport_/_Binding_proteins
NC_006351.1,720849,721238,+,CDS,CDS,NA,BPS_RS21555,DUF4150 domain-containing protein,BPS_RS21555,BPSS0528,Transport_/_Binding_proteins
NC_006350.1,614880,615398,-,CDS,CDS,NA,BPS_RS02935,DUF4189 domain-containing protein,BPS_RS02935,BPSL0561,Cell_envelope
NC_006351.1,2987586,2988089,-,CDS,CDS,NA,BPS_RS30930,DUF421 domain-containing protein,BPS_RS30930,BPSS2213,Cell_envelope
NC_006351.1,516506,516826,+,CDS,CDS,NA,BPS_RS20725,DUF4212 domain-containing protein,BPS_RS20725,BPSS0376,Cell_envelope
NC_006350.1,3346614,3348410,-,CDS,CDS,NA,BPS_RS15040,DUF4214 domain-containing protein,BPS_RS15040,BPSL2800,Cell_envelope
NC_006350.1,940401,940766,+,CDS,CDS,NA,BPS_RS04270,DUF427 domain-containing protein,BPS_RS04270,BPSL0810,Conserved_hypothetical_proteins
NC_006351.1,960161,960541,+,CDS,CDS,NA,BPS_RS22575,DUF427 domain-containing protein,BPS_RS22575,BPSS0712,Conserved_hypothetical_proteins
NC_006351.1,3124449,3124847,-,CDS,CDS,NA,BPS_RS31535,DUF4345 domain-containing protein,BPS_RS31535,BPSS2321,Cell_envelope
NC_006350.1,799353,799808,-,CDS,CDS,NA,BPS_RS03690,DUF4377 domain-containing protein,BPS_RS03690,BPSL0701,Cell_envelope
NC_006350.1,105283,106440,+,CDS,CDS,NA,BPS_RS00480,DUF4382 domain-containing protein,BPS_RS00480,BPSL0093,Cell_envelope
NC_006350.1,141634,142224,+,CDS,CDS,NA,BPS_RS00655,DUF4390 domain-containing protein,BPS_RS00655,BPSL0126,Cell_envelope
