name_Sanger,name,Accession.no,Source,Country,year,ST,cluster_poppunk_old,cluster_poppunk_updated,Collection,Continent
10660_1#74,ERR363564,ERR363564,env,Thailand,2011,1051,33,33,Claire,Asia
10660_1#75,ERR363565,ERR363565,env,Thailand,2011,54,6,6,Claire,Asia
10660_1#76,ERR363566,ERR363566,human,Thailand,2010,58,2,2_3,Claire,Asia
10660_1#77,ERR363567,ERR363567,human,Thailand,2010,399,3,3,Claire,Asia
10660_1#78,ERR363568,ERR363568,human,Thailand,2011,300,34,34,Claire,Asia
10660_1#79,ERR363569,ERR363569,env,Thailand,2011,54,6,6,Claire,Asia
11233_1#28,ERR403714,ERR403714,env,Gabon,2012,1128,104,104,Claire,Africa
11233_1#30,ERR403716,ERR403716,human,Gabon,2013,1127,104,104,Claire,Africa
27035_8#100,ERR3487703,ERR3487703,human,Thailand,2016,1806,84,84,Claire,Asia
27035_8#101,ERR3487704,ERR3487704,human,Thailand,2016,1840,5,5,Claire,Asia
27035_8#102,ERR3487705,ERR3487705,human,Thailand,2016,9,3,3,Claire,Asia
27035_8#103,ERR3487706,ERR3487706,human,Thailand,2016,519,13,13,Claire,Asia
27035_8#104,ERR3487707,ERR3487707,human,Thailand,2016,307,3,3,Claire,Asia
27035_8#105,ERR3487708,ERR3487708,human,Thailand,2016,23,3,3,Claire,Asia
27035_8#106,ERR3487709,ERR3487709,human,Thailand,2016,290,1,1,Claire,Asia
27035_8#107,ERR3487710,ERR3487710,human,Thailand,2016,206,3,3,Claire,Asia
27035_8#108,ERR3487711,ERR3487711,human,Thailand,2016,1784,8,8,Claire,Asia
27035_8#109,ERR3487712,ERR3487712,human,Thailand,2016,167,2,2_2,Claire,Asia
27035_8#11,ERR3487614,ERR3487614,human,Thailand,2015,34,4,4,Claire,Asia
27035_8#110,ERR3487713,ERR3487713,human,Thailand,2016,315,13,13,Claire,Asia
27035_8#111,ERR3487714,ERR3487714,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#112,ERR3487715,ERR3487715,human,Thailand,2016,315,13,13,Claire,Asia
27035_8#113,ERR3487716,ERR3487716,human,Thailand,2017,70,1,1,Claire,Asia
27035_8#114,ERR3487717,ERR3487717,human,Thailand,2017,512,1,1,Claire,Asia
27035_8#115,ERR3487718,ERR3487718,human,Thailand,2017,1010,3,3,Claire,Asia
27035_8#116,ERR3487719,ERR3487719,human,Thailand,2017,313,157,157,Claire,Asia
27035_8#117,ERR3487720,ERR3487720,human,Thailand,2017,10,3,3,Claire,Asia
27035_8#118,ERR3487721,ERR3487721,human,Thailand,2017,519,13,13,Claire,Asia
27035_8#119,ERR3487722,ERR3487722,human,Thailand,2017,167,2,2_2,Claire,Asia
27035_8#12,ERR3487615,ERR3487615,human,Thailand,2016,389,9,9,Claire,Asia
27035_8#120,ERR3487723,ERR3487723,human,Thailand,2017,167,2,2_2,Claire,Asia
27035_8#121,ERR3487724,ERR3487724,human,Thailand,2017,167,2,2_2,Claire,Asia
27035_8#122,ERR3487725,ERR3487725,human,Thailand,2017,1805,158,158,Claire,Asia
27035_8#123,ERR3487726,ERR3487726,human,Thailand,2017,512,1,1,Claire,Asia
27035_8#124,ERR3487727,ERR3487727,human,Thailand,2017,507,1,1,Claire,Asia
27035_8#125,ERR3487728,ERR3487728,human,Thailand,2017,70,1,1,Claire,Asia
27035_8#126,ERR3487729,ERR3487729,human,Thailand,2017,70,1,1,Claire,Asia
27035_8#127,ERR3487730,ERR3487730,human,Thailand,2017,10,3,3,Claire,Asia
27035_8#128,ERR3487731,ERR3487731,human,Thailand,2017,961,105,105,Claire,Asia
27035_8#129,ERR3487732,ERR3487732,human,Thailand,2017,1777,11,11,Claire,Asia
27035_8#13,ERR3487616,ERR3487616,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#130,ERR3487733,ERR3487733,human,Thailand,2017,167,2,2_2,Claire,Asia
27035_8#131,ERR3487734,ERR3487734,human,Thailand,2017,167,2,2_2,Claire,Asia
27035_8#132,ERR3487735,ERR3487735,human,Thailand,2017,1777,11,11,Claire,Asia
27035_8#133,ERR3487736,ERR3487736,human,Thailand,2017,1784,8,8,Claire,Asia
27035_8#134,ERR3487737,ERR3487737,human,Thailand,2017,70,1,1,Claire,Asia
27035_8#135,ERR3487738,ERR3487738,human,Thailand,2018,10,3,3,Claire,Asia
27035_8#136,ERR3487739,ERR3487739,human,Thailand,2018,70,1,1,Claire,Asia
27035_8#137,ERR3487740,ERR3487740,human,Thailand,2018,70,1,1,Claire,Asia
27035_8#138,ERR3487741,ERR3487741,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#139,ERR3487742,ERR3487742,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#14,ERR3487617,ERR3487617,human,Thailand,2016,70*,1,1,Claire,Asia
27035_8#140,ERR3487743,ERR3487743,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#141,ERR3487744,ERR3487744,human,Thailand,2015,16,26,26,Claire,Asia
27035_8#142,ERR3487745,ERR3487745,human,Thailand,2015,689,2,2_2,Claire,Asia
27035_8#143,ERR3487746,ERR3487746,human,Thailand,2015,386,6,6,Claire,Asia
27035_8#144,ERR3487747,ERR3487747,human,Thailand,2015,1574,11,11,Claire,Asia
27035_8#145,ERR3487748,ERR3487748,human,Thailand,2015,1838,35,35,Claire,Asia
27035_8#146,ERR3487749,ERR3487749,human,Thailand,2015,950,8,8,Claire,Asia
27035_8#147,ERR3487750,ERR3487750,human,Thailand,2015,15,12,12,Claire,Asia
27035_8#148,ERR3487751,ERR3487751,human,Thailand,2015,500,5,5,Claire,Asia
27035_8#149,ERR3487752,ERR3487752,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#15,ERR3487618,ERR3487618,human,Thailand,2017,178,11,11,Claire,Asia
27035_8#150,ERR3487753,ERR3487753,human,Thailand,2015,1857,20,20,Claire,Asia
27035_8#151,ERR3487754,ERR3487754,human,Thailand,2015,34,4,4,Claire,Asia
27035_8#152,ERR3487755,ERR3487755,human,Thailand,2015,56,2,2,Claire,Asia
27035_8#153,ERR3487756,ERR3487756,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#154,ERR3487757,ERR3487757,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#155,ERR3487758,ERR3487758,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#156,ERR3487759,ERR3487759,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#157,ERR3487760,ERR3487760,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#158,ERR3487761,ERR3487761,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#159,ERR3487762,ERR3487762,human,Thailand,2016,307,3,3,Claire,Asia
27035_8#16,ERR3487619,ERR3487619,human,Thailand,2015,1854,1,1,Claire,Asia
27035_8#160,ERR3487763,ERR3487763,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#161,ERR3487764,ERR3487764,human,Thailand,2016,23,3,3,Claire,Asia
27035_8#162,ERR3487765,ERR3487765,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#163,ERR3487766,ERR3487766,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#164,ERR3487767,ERR3487767,human,Thailand,2016,300,9,9,Claire,Asia
27035_8#165,ERR3487768,ERR3487768,human,Thailand,2016,950,8,8,Claire,Asia
27035_8#166,ERR3487769,ERR3487769,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#167,ERR3487770,ERR3487770,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#168,ERR3487771,ERR3487771,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#169,ERR3487772,ERR3487772,human,Thailand,2016,519,13,13,Claire,Asia
27035_8#17,ERR3487620,ERR3487620,human,Thailand,2016,538,3,3,Claire,Asia
27035_8#170,ERR3487773,ERR3487773,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#171,ERR3487774,ERR3487774,human,Thailand,2016,34,4,4,Claire,Asia
27035_8#172,ERR3487775,ERR3487775,human,Thailand,2016,220,1,1,Claire,Asia
27035_8#173,ERR3487776,ERR3487776,human,Thailand,2016,950,8,8,Claire,Asia
27035_8#174,ERR3487777,ERR3487777,human,Thailand,2016,196,9,9,Claire,Asia
27035_8#175,ERR3487778,ERR3487778,human,Thailand,2016,950,8,8,Claire,Asia
27035_8#176,ERR3487779,ERR3487779,human,Thailand,2016,365,8,8,Claire,Asia
27035_8#177,ERR3487780,ERR3487780,human,Thailand,2016,16,26,26,Claire,Asia
27035_8#178,ERR3487781,ERR3487781,human,Thailand,2016,519,13,13,Claire,Asia
27035_8#179,ERR3487782,ERR3487782,human,Thailand,2016,1848,1,1,Claire,Asia
27035_8#18,ERR3487621,ERR3487621,human,Thailand,2016,156,8,8,Claire,Asia
27035_8#180,ERR3487783,ERR3487783,human,Thailand,2016,1809,5,5,Claire,Asia
27035_8#181,ERR3487784,ERR3487784,human,Thailand,2016,498,12,12,Claire,Asia
27035_8#182,ERR3487785,ERR3487785,human,Thailand,2016,315,13,13,Claire,Asia
27035_8#183,ERR3487786,ERR3487786,human,Thailand,2016,17,3,3,Claire,Asia
27035_8#184,ERR3487787,ERR3487787,human,Thailand,2016,306,3,3,Claire,Asia
27035_8#185,ERR3487788,ERR3487788,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#186,ERR3487789,ERR3487789,human,Thailand,2016,99,2,2,Claire,Asia
27035_8#187,ERR3487790,ERR3487790,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#188,ERR3487791,ERR3487791,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#189,ERR3487792,ERR3487792,human,Thailand,2016,654,1,1,Claire,Asia
27035_8#19,ERR3487622,ERR3487622,human,Thailand,2016,56,2,2,Claire,Asia
27035_8#190,ERR3487793,ERR3487793,human,Thailand,2016,167,2,2_2,Claire,Asia
27035_8#191,ERR3487794,ERR3487794,human,Thailand,2016,1790,11,11,Claire,Asia
27035_8#192,ERR3487795,ERR3487795,human,Thailand,2017,97,20,20,Claire,Asia
27035_8#20,ERR3487623,ERR3487623,human,Thailand,2016,538,3,3,Claire,Asia
27035_8#21,ERR3487624,ERR3487624,human,Thailand,2016,211,52,52,Claire,Asia
27035_8#22,ERR3487625,ERR3487625,human,Thailand,2016,366,5,5,Claire,Asia
27035_8#23,ERR3487626,ERR3487626,human,Thailand,2017,486,2,2,Claire,Asia
27035_8#24,ERR3487627,ERR3487627,human,Thailand,2017,1814,106,106,Claire,Asia
27035_8#25,ERR3487628,ERR3487628,human,Thailand,2017,56*,2,2,Claire,Asia
27035_8#26,ERR3487629,ERR3487629,human,Thailand,2017,526,3,3,Claire,Asia
27035_8#27,ERR3487630,ERR3487630,human,Thailand,2017,99,2,2,Claire,Asia
27035_8#28,ERR3487631,ERR3487631,human,Thailand,2015,220,1,1,Claire,Asia
27035_8#29,ERR3487632,ERR3487632,human,Thailand,2015,512,1,1,Claire,Asia
27035_8#30,ERR3487633,ERR3487633,human,Thailand,2015,365,8,8,Claire,Asia
27035_8#31,ERR3487634,ERR3487634,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#32,ERR3487635,ERR3487635,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#33,ERR3487636,ERR3487636,human,Thailand,2015,52,4,4,Claire,Asia
27035_8#34,ERR3487637,ERR3487637,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#35,ERR3487638,ERR3487638,human,Thailand,2015,1821,8,8,Claire,Asia
27035_8#36,ERR3487639,ERR3487639,human,Thailand,2015,519,13,13,Claire,Asia
27035_8#37,ERR3487640,ERR3487640,human,Thailand,2015,84,1,1,Claire,Asia
27035_8#38,ERR3487641,ERR3487641,human,Thailand,2015,961,105,105,Claire,Asia
27035_8#39,ERR3487642,ERR3487642,human,Thailand,2015,519,13,13,Claire,Asia
27035_8#40,ERR3487643,ERR3487643,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#41,ERR3487644,ERR3487644,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#42,ERR3487645,ERR3487645,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#43,ERR3487646,ERR3487646,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#44,ERR3487647,ERR3487647,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#45,ERR3487648,ERR3487648,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#46,ERR3487649,ERR3487649,human,Thailand,2015,512,1,1,Claire,Asia
27035_8#47,ERR3487650,ERR3487650,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#48,ERR3487651,ERR3487651,human,Thailand,2015,1789,11,11,Claire,Asia
27035_8#49,ERR3487652,ERR3487652,human,Thailand,2015,171,3,3,Claire,Asia
27035_8#50,ERR3487653,ERR3487653,human,Thailand,2015,10,3,3,Claire,Asia
27035_8#51,ERR3487654,ERR3487654,human,Thailand,2015,93,85,85,Claire,Asia
27035_8#52,ERR3487655,ERR3487655,human,Thailand,2015,17,3,3,Claire,Asia
27035_8#53,ERR3487656,ERR3487656,human,Thailand,2015,315,13,13,Claire,Asia
27035_8#54,ERR3487657,ERR3487657,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#55,ERR3487658,ERR3487658,human,Thailand,2015,513,1,1,Claire,Asia
27035_8#56,ERR3487659,ERR3487659,human,Thailand,2015,519,13,13,Claire,Asia
27035_8#57,ERR3487660,ERR3487660,human,Thailand,2015,70,1,1,Claire,Asia
27035_8#58,ERR3487661,ERR3487661,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#59,ERR3487662,ERR3487662,human,Thailand,2016,290,1,1,Claire,Asia
27035_8#60,ERR3487663,ERR3487663,human,Thailand,2016,290,1,1,Claire,Asia
27035_8#61,ERR3487664,ERR3487664,human,Thailand,2016,365,8,8,Claire,Asia
27035_8#62,ERR3487665,ERR3487665,human,Thailand,2016,56,2,2,Claire,Asia
27035_8#63,ERR3487666,ERR3487666,human,Thailand,2016,23,3,3,Claire,Asia
27035_8#64,ERR3487667,ERR3487667,human,Thailand,2016,1861,83,83,Claire,Asia
27035_8#65,ERR3487668,ERR3487668,human,Thailand,2016,17,3,3,Claire,Asia
27035_8#66,ERR3487669,ERR3487669,human,Thailand,2016,33,4,4,Claire,Asia
27035_8#67,ERR3487670,ERR3487670,human,Thailand,2016,512,1,1,Claire,Asia
27035_8#68,ERR3487671,ERR3487671,human,Thailand,2016,529,20,20,Claire,Asia
27035_8#69,ERR3487672,ERR3487672,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#70,ERR3487673,ERR3487673,human,Thailand,2016,1010,3,3,Claire,Asia
27035_8#71,ERR3487674,ERR3487674,human,Thailand,2016,163,23,23,Claire,Asia
27035_8#72,ERR3487675,ERR3487675,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#73,ERR3487676,ERR3487676,human,Thailand,2016,56,2,2,Claire,Asia
27035_8#74,ERR3487677,ERR3487677,human,Thailand,2016,507,1,1,Claire,Asia
27035_8#75,ERR3487678,ERR3487678,human,Thailand,2016,307,3,3,Claire,Asia
27035_8#76,ERR3487679,ERR3487679,human,Thailand,2016,1819,107,107,Claire,Asia
27035_8#77,ERR3487680,ERR3487680,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#78,ERR3487681,ERR3487681,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#79,ERR3487682,ERR3487682,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#80,ERR3487683,ERR3487683,human,Thailand,2016,10,3,3,Claire,Asia
27035_8#81,ERR3487684,ERR3487684,human,Thailand,2016,500,5,5,Claire,Asia
27035_8#82,ERR3487685,ERR3487685,human,Thailand,2016,529,20,20,Claire,Asia
27035_8#83,ERR3487686,ERR3487686,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#84,ERR3487687,ERR3487687,human,Thailand,2016,163,23,23,Claire,Asia
27035_8#85,ERR3487688,ERR3487688,human,Thailand,2016,220,1,1,Claire,Asia
27035_8#86,ERR3487689,ERR3487689,human,Thailand,2016,220,1,1,Claire,Asia
27035_8#87,ERR3487690,ERR3487690,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#88,ERR3487691,ERR3487691,human,Thailand,2016,832,48,48,Claire,Asia
27035_8#89,ERR3487692,ERR3487692,human,Thailand,2016,491,2,2_2,Claire,Asia
27035_8#90,ERR3487693,ERR3487693,human,Thailand,2016,1534,16,16,Claire,Asia
27035_8#91,ERR3487694,ERR3487694,human,Thailand,2016,47,20,20,Claire,Asia
27035_8#92,ERR3487695,ERR3487695,human,Thailand,2016,206,3,3,Claire,Asia
27035_8#93,ERR3487696,ERR3487696,human,Thailand,2016,1814,20,20,Claire,Asia
27035_8#94,ERR3487697,ERR3487697,human,Thailand,2016,307,3,3,Claire,Asia
27035_8#95,ERR3487698,ERR3487698,human,Thailand,2016,70,1,1,Claire,Asia
27035_8#96,ERR3487699,ERR3487699,human,Thailand,2016,53,20,20,Claire,Asia
27035_8#97,ERR3487700,ERR3487700,human,Thailand,2016,519,13,13,Claire,Asia
27035_8#98,ERR3487701,ERR3487701,human,Thailand,2016,23,3,3,Claire,Asia
27035_8#99,ERR3487702,ERR3487702,human,Thailand,2016,70,1,1,Claire,Asia
27045_7#1,ERR3487796,ERR3487796,human,Thailand,2017,48,9,9,Claire,Asia
27045_7#10,ERR3487805,ERR3487805,human,Thailand,2017,1831,3,3,Claire,Asia
27045_7#100,ERR3487895,ERR3487895,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#101,ERR3487896,ERR3487896,human,Thailand,2017,1864,8,8,Claire,Asia
27045_7#102,ERR3487897,ERR3487897,human,Thailand,2017,51,5,5,Claire,Asia
27045_7#103,ERR3487898,ERR3487898,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#104,ERR3487899,ERR3487899,human,Thailand,2017,51,5,5,Claire,Asia
27045_7#105,ERR3487900,ERR3487900,human,Thailand,2017,197,4,4,Claire,Asia
27045_7#106,ERR3487901,ERR3487901,human,Thailand,2017,228,34,34,Claire,Asia
27045_7#108,ERR3487902,ERR3487902,human,Thailand,2017,206,3,3,Claire,Asia
27045_7#109,ERR3487903,ERR3487903,human,Thailand,2017,526,3,3,Claire,Asia
27045_7#11,ERR3487806,ERR3487806,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#110,ERR3487904,ERR3487904,human,Thailand,2017,157,1,1,Claire,Asia
27045_7#111,ERR3487905,ERR3487905,human,Thailand,2017,831,9,9,Claire,Asia
27045_7#112,ERR3487906,ERR3487906,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#113,ERR3487907,ERR3487907,human,Thailand,2017,206,3,3,Claire,Asia
27045_7#114,ERR3487908,ERR3487908,human,Thailand,2017,1797,16,16,Claire,Asia
27045_7#115,ERR3487909,ERR3487909,human,Thailand,2017,498,12,12,Claire,Asia
27045_7#116,ERR3487910,ERR3487910,human,Thailand,2017,93,53,53,Claire,Asia
27045_7#117,ERR3487911,ERR3487911,human,Thailand,2017,1827,7,7,Claire,Asia
27045_7#118,ERR3487912,ERR3487912,human,Thailand,2017,174*,7,7,Claire,Asia
27045_7#119,ERR3487913,ERR3487913,human,Thailand,2017,93,57,57,Claire,Asia
27045_7#12,ERR3487807,ERR3487807,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#120,ERR3487914,ERR3487914,human,Thailand,2017,197,4,4,Claire,Asia
27045_7#121,ERR3487915,ERR3487915,human,Thailand,2017,23,3,3,Claire,Asia
27045_7#122,ERR3487916,ERR3487916,human,Thailand,2017,157,1,1,Claire,Asia
27045_7#123,ERR3487917,ERR3487917,human,Thailand,2017,167,2,2_2,Claire,Asia
27045_7#124,ERR3487918,ERR3487918,human,Thailand,2017,831,9,9,Claire,Asia
27045_7#125,ERR3487919,ERR3487919,human,Thailand,2017,99,40,40,Claire,Asia
27045_7#126,ERR3487920,ERR3487920,human,Thailand,2017,99,40,40,Claire,Asia
27045_7#127,ERR3487921,ERR3487921,human,Thailand,2017,1810,2,2_3,Claire,Asia
27045_7#128,ERR3487922,ERR3487922,human,Thailand,2017,307,3,3,Claire,Asia
27045_7#129,ERR3487923,ERR3487923,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#13,ERR3487808,ERR3487808,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#130,ERR3487924,ERR3487924,human,Thailand,2017,169,5,5,Claire,Asia
27045_7#131,ERR3487925,ERR3487925,human,Thailand,2017,1829,72,72,Claire,Asia
27045_7#132,ERR3487926,ERR3487926,human,Thailand,2017,197,4,4,Claire,Asia
27045_7#133,ERR3487927,ERR3487927,human,Thailand,2017,1859,4,4,Claire,Asia
27045_7#134,ERR3487928,ERR3487928,human,Thailand,2017,392,27,27,Claire,Asia
27045_7#135,ERR3487929,ERR3487929,human,Thailand,2017,46,2,2,Claire,Asia
27045_7#136,ERR3487930,ERR3487930,human,Thailand,2017,689,13,13,Claire,Asia
27045_7#137,ERR3487931,ERR3487931,human,Thailand,2017,54,6,6,Claire,Asia
27045_7#138,ERR3487932,ERR3487932,human,Thailand,2017,1827,7,7,Claire,Asia
27045_7#139,ERR3487933,ERR3487933,human,Thailand,2017,1257,40,40,Claire,Asia
27045_7#14,ERR3487809,ERR3487809,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#140,ERR3487934,ERR3487934,human,Thailand,2017,1813,26,26,Claire,Asia
27045_7#141,ERR3487935,ERR3487935,human,Thailand,2017,307,3,3,Claire,Asia
27045_7#142,ERR3487936,ERR3487936,human,Thailand,2017,Novel*,4,4,Claire,Asia
27045_7#143,ERR3487937,ERR3487937,human,Thailand,2017,931,11,11,Claire,Asia
27045_7#144,ERR3487938,ERR3487938,human,Thailand,2017,1004,47,47,Claire,Asia
27045_7#145,ERR3487939,ERR3487939,human,Thailand,2017,677,4,4,Claire,Asia
27045_7#146,ERR3487940,ERR3487940,human,Thailand,2017,1829,72,72,Claire,Asia
27045_7#147,ERR3487941,ERR3487941,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#148,ERR3487942,ERR3487942,human,Thailand,2018,167,2,2_2,Claire,Asia
27045_7#149,ERR3487943,ERR3487943,human,Thailand,2018,180,31,31,Claire,Asia
27045_7#15,ERR3487810,ERR3487810,human,Thailand,2017,50,2,2,Claire,Asia
27045_7#150,ERR3487944,ERR3487944,human,Thailand,2018,232,84,84,Claire,Asia
27045_7#151,ERR3487945,ERR3487945,human,Thailand,2018,34,4,4,Claire,Asia
27045_7#152,ERR3487946,ERR3487946,human,Thailand,2018,1800,40,40,Claire,Asia
27045_7#153,ERR3487947,ERR3487947,human,Thailand,2018,306,3,3,Claire,Asia
27045_7#154,ERR3487948,ERR3487948,human,Thailand,2018,70,1,1,Claire,Asia
27045_7#155,ERR3487949,ERR3487949,human,Thailand,2018,10,3,3,Claire,Asia
27045_7#156,ERR3487950,ERR3487950,human,Thailand,2018,167,40,40,Claire,Asia
27045_7#157,ERR3487951,ERR3487951,human,Thailand,2018,16,26,26,Claire,Asia
27045_7#158,ERR3487952,ERR3487952,human,Thailand,2018,306,3,3,Claire,Asia
27045_7#159,ERR3487953,ERR3487953,human,Thailand,2018,174,7,7,Claire,Asia
27045_7#16,ERR3487811,ERR3487811,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#160,ERR3487954,ERR3487954,human,Thailand,2018,512,1,1,Claire,Asia
27045_7#161,ERR3487955,ERR3487955,human,Thailand,2018,1800,40,40,Claire,Asia
27045_7#162,ERR3487956,ERR3487956,human,Thailand,2018,1783,2,2_2,Claire,Asia
27045_7#163,ERR3487957,ERR3487957,human,Thailand,2018,1794,11,11,Claire,Asia
27045_7#164,ERR3487958,ERR3487958,human,Thailand,2018,205,18,18,Claire,Asia
27045_7#165,ERR3487959,ERR3487959,human,Thailand,2018,163,58,58,Claire,Asia
27045_7#166,ERR3487960,ERR3487960,human,Thailand,2018,10,3,3,Claire,Asia
27045_7#167,ERR3487961,ERR3487961,human,Thailand,2018,180,31,31,Claire,Asia
27045_7#168,ERR3487962,ERR3487962,human,Thailand,2018,831,9,9,Claire,Asia
27045_7#169,ERR3487963,ERR3487963,human,Thailand,2018,1574,11,11,Claire,Asia
27045_7#17,ERR3487812,ERR3487812,human,Thailand,2017,1850*,3,3,Claire,Asia
27045_7#170,ERR3487964,ERR3487964,human,Thailand,2018,831,9,9,Claire,Asia
27045_7#171,ERR3487965,ERR3487965,human,Thailand,2018,54,6,6,Claire,Asia
27045_7#172,ERR3487966,ERR3487966,human,Thailand,2018,206,3,3,Claire,Asia
27045_7#173,ERR3487967,ERR3487967,human,Thailand,2018,84,1,1,Claire,Asia
27045_7#174,ERR3487968,ERR3487968,human,Thailand,2018,206,13,13,Claire,Asia
27045_7#175,ERR3487969,ERR3487969,human,Thailand,2018,511,1,1,Claire,Asia
27045_7#176,ERR3487970,ERR3487970,human,Thailand,2018,1841,35,35,Claire,Asia
27045_7#177,ERR3487971,ERR3487971,human,Thailand,2018,70,1,1,Claire,Asia
27045_7#178,ERR3487972,ERR3487972,human,Thailand,2017,531,18,18,Claire,Asia
27045_7#179,ERR3487973,ERR3487973,human,Thailand,2017,93,57,57,Claire,Asia
27045_7#18,ERR3487813,ERR3487813,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#180,ERR3487974,ERR3487974,human,Thailand,2017,32,1,1,Claire,Asia
27045_7#181,ERR3487975,ERR3487975,human,Thailand,2017,1849,1,1,Claire,Asia
27045_7#182,ERR3487976,ERR3487976,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#183,ERR3487977,ERR3487977,human,Thailand,2017,305,47,47,Claire,Asia
27045_7#184,ERR3487978,ERR3487978,human,Thailand,2017,531,18,18,Claire,Asia
27045_7#185,ERR3487979,ERR3487979,human,Thailand,2017,498,12,12,Claire,Asia
27045_7#186,ERR3487980,ERR3487980,human,Thailand,2017,531,18,18,Claire,Asia
27045_7#187,ERR3487981,ERR3487981,human,Thailand,2017,531,18,18,Claire,Asia
27045_7#188,ERR3487982,ERR3487982,human,Thailand,2017,1793,68,68,Claire,Asia
27045_7#189,ERR3487983,ERR3487983,human,Thailand,2017,531,18,18,Claire,Asia
27045_7#19,ERR3487814,ERR3487814,human,Thailand,2017,538,3,3,Claire,Asia
27045_7#190,ERR3487984,ERR3487984,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#191,ERR3487985,ERR3487985,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#192,ERR3487986,ERR3487986,human,Thailand,2017,10,3,3,Claire,Asia
27045_7#2,ERR3487797,ERR3487797,human,Thailand,2017,208,10,10,Claire,Asia
27045_7#20,ERR3487815,ERR3487815,human,Thailand,2017,498,12,12,Claire,Asia
27045_7#21,ERR3487816,ERR3487816,human,Thailand,2017,157,1,1,Claire,Asia
27045_7#22,ERR3487817,ERR3487817,human,Thailand,2017,511,1,1,Claire,Asia
27045_7#23,ERR3487818,ERR3487818,human,Thailand,2017,1850,3,3,Claire,Asia
27045_7#24,ERR3487819,ERR3487819,human,Thailand,2017,1823,1,1,Claire,Asia
27045_7#25,ERR3487820,ERR3487820,human,Thailand,2017,1851,9,9,Claire,Asia
27045_7#26,ERR3487821,ERR3487821,human,Thailand,2017,289,1,1,Claire,Asia
27045_7#27,ERR3487822,ERR3487822,human,Thailand,2017,10,3,3,Claire,Asia
27045_7#28,ERR3487823,ERR3487823,human,Thailand,2017,17,3,3,Claire,Asia
27045_7#29,ERR3487824,ERR3487824,human,Thailand,2017,205,30,30,Claire,Asia
27045_7#3,ERR3487798,ERR3487798,human,Thailand,2017,93,57,57,Claire,Asia
27045_7#30,ERR3487825,ERR3487825,human,Thailand,2017,306,3,3,Claire,Asia
27045_7#32,ERR3487827,ERR3487827,human,Thailand,2017,70,1,1,Claire,Asia
27045_7#33,ERR3487828,ERR3487828,human,Thailand,2017,84,1,1,Claire,Asia
